Digit,Cost,Win or Fail
7,0.0015,win
2,0.03660000000000001,win
1,0.0004,win
0,0.001,win
4,0.0009,win
1,0.0004,win
4,0.0079,win
9,0.0051,win
5,1.7718999999999998,fail
9,0.07050000000000001,win
0,0.0007,win
6,0.36669999999999997,win
9,0.0038000000000000004,win
0,0.001,win
1,0.0008000000000000001,win
5,0.0494,win
9,0.005900000000000001,win
7,0.0015,win
3,0.9085,fail
4,0.011800000000000001,win
9,0.28540000000000004,win
6,0.0019000000000000002,win
6,0.16149999999999998,win
5,0.18069999999999997,win
4,0.0232,win
0,0.0019,win
7,0.0025,win
4,0.0008,win
0,0.0009,win
1,0.0041,win
3,0.0167,win
1,0.008,win
3,0.0014,win
4,1.6596,fail
7,0.0063,win
2,0.00030000000000000003,win
7,0.011700000000000002,win
1,0.0011,win
2,0.48310000000000003,win
1,0.0018000000000000002,win
1,0.0046,win
7,0.0076,win
4,0.006700000000000001,win
2,0.012699999999999998,win
3,0.47580000000000006,win
5,0.011899999999999999,win
1,0.3623,win
2,0.0024000000000000002,win
4,0.0155,win
4,0.0008,win
6,0.0042,win
3,0.0097,win
5,0.020800000000000003,win
5,0.0205,win
6,0.12100000000000002,win
0,0.026500000000000003,win
4,0.0008,win
1,0.0004,win
9,0.0035000000000000005,win
5,0.069,win
7,0.0076,win
8,0.6986000000000001,fail
9,1.2039,fail
3,0.7034999999999999,fail
7,0.0050999999999999995,win
4,0.029400000000000003,win
6,1.4259,fail
4,0.0008,win
3,0.0023,win
0,0.0029000000000000002,win
7,0.0018,win
0,0.0007,win
2,0.006000000000000001,win
9,1.512,fail
1,0.0022,win
7,0.0035000000000000005,win
3,0.009,win
2,0.7988999999999999,fail
9,0.16949999999999998,win
7,0.002,win
7,0.037099999999999994,win
6,0.0074,win
2,0.0004,win
7,0.0018,win
8,0.019200000000000002,win
4,0.0036,win
7,0.0058000000000000005,win
3,0.382,win
6,0.0007,win
1,0.0014,win
3,0.0015,win
6,0.0006000000000000001,win
9,1.8460999999999999,fail
3,0.0107,win
1,0.015700000000000002,win
4,0.0054,win
1,0.15940000000000004,win
7,0.38389999999999996,win
6,0.19469999999999998,win
9,0.0038000000000000004,win
6,0.0012000000000000001,win
0,0.0007,win
5,0.0413,win
4,0.0008,win
9,0.5351,fail
9,0.0033,win
2,0.0006000000000000001,win
1,0.0025,win
9,0.009300000000000001,win
4,0.0019,win
8,0.0131,win
7,0.7899,fail
3,0.013200000000000003,win
9,0.0009,win
7,0.25089999999999996,win
4,0.0823,win
4,0.020900000000000002,win
4,0.0012000000000000001,win
9,0.0077,win
2,1.1346,fail
5,0.043800000000000006,win
4,0.0009,win
7,0.0038,win
6,0.0007000000000000001,win
7,1.412,fail
9,0.15710000000000002,win
0,0.7318000000000001,fail
5,0.012399999999999998,win
8,0.004200000000000001,win
5,0.0216,win
6,0.0006000000000000001,win
6,0.0007,win
5,0.025200000000000004,win
7,0.0726,win
8,0.0051,win
1,0.0011,win
0,0.0007,win
1,0.0021000000000000003,win
6,0.0004,win
4,0.0034000000000000002,win
6,0.0031999999999999997,win
7,0.0011,win
3,0.15500000000000003,win
1,0.0009,win
7,1.1448,fail
1,0.004,win
8,0.002,win
2,0.0002,win
0,0.0007,win
2,1.874,fail
9,0.0041,win
9,1.2382,fail
5,0.0143,win
5,0.0902,win
1,0.0027,win
5,0.022900000000000004,win
6,0.009,win
0,0.005400000000000001,win
3,0.0279,win
4,0.4890999999999999,win
4,0.011800000000000001,win
6,0.0034000000000000002,win
5,0.037099999999999994,win
4,0.0014,win
6,0.0116,win
5,0.0335,win
4,0.0009,win
5,0.010700000000000001,win
1,0.0002,win
4,0.004700000000000001,win
4,0.024100000000000003,win
7,0.0019,win
2,0.0522,win
3,0.2046,win
2,0.0004,win
7,0.5669,fail
1,0.00030000000000000003,win
8,0.026099999999999998,win
1,0.0002,win
8,0.002,win
1,0.0019,win
8,0.016300000000000002,win
5,0.0444,win
0,0.0071,win
8,0.012,win
9,0.010100000000000001,win
2,0.009499999999999998,win
