Digit,Cost,Win or Fail
7,0.0014,win
2,0.0032,win
1,0.0018000000000000002,win
0,0.001,win
4,0.0068000000000000005,win
1,0.0005,win
4,0.1466,win
9,0.3814,win
5,0.5324999999999999,win
9,0.041100000000000005,win
0,0.0007000000000000001,win
6,0.001,win
9,0.003,win
0,0.0007,win
1,0.007000000000000001,win
5,0.0023,win
9,0.0047,win
7,0.0011,win
3,1.5016,fail
4,0.0046,win
9,0.4374,win
6,0.0011,win
6,0.006200000000000001,win
5,0.0011,win
4,0.0315,win
0,0.0015,win
7,0.0040999999999999995,win
4,0.0014,win
0,0.0009,win
1,0.0004,win
3,0.0021999999999999997,win
1,0.001,win
3,0.006900000000000001,win
4,1.9198,fail
7,0.014799999999999999,win
2,0.017900000000000003,win
7,0.003,win
1,0.0004,win
2,0.3268,win
1,0.0005,win
1,0.0005,win
7,0.1548,win
4,0.0022,win
2,0.0009000000000000001,win
3,0.020999999999999998,win
5,0.0033000000000000004,win
1,0.008799999999999999,win
2,0.0006000000000000001,win
4,0.0011,win
4,0.002,win
6,0.0006000000000000001,win
3,0.0342,win
5,0.0068000000000000005,win
5,0.17559999999999998,win
6,0.0007000000000000001,win
0,0.03400000000000001,win
4,0.00030000000000000003,win
1,0.0019000000000000002,win
9,0.0072,win
5,0.014199999999999999,win
7,0.0006000000000000001,win
8,0.4746,win
9,0.9065,fail
3,1.7705,fail
7,0.7687999999999999,fail
4,0.004600000000000001,win
6,0.5491999999999999,win
4,0.0006000000000000001,win
3,0.0041,win
0,0.0007000000000000001,win
7,0.008900000000000002,win
0,0.001,win
2,0.0266,win
9,1.4314,fail
1,0.0011,win
7,0.0044,win
3,0.0026000000000000003,win
2,0.4762999999999999,win
9,0.0557,win
7,0.0030000000000000005,win
7,0.023700000000000006,win
6,0.0102,win
2,0.0006000000000000001,win
7,0.0635,win
8,0.0017000000000000001,win
4,0.0009,win
7,0.0029000000000000007,win
3,0.048100000000000004,win
6,0.001,win
1,0.0005,win
3,0.0029000000000000007,win
6,0.00030000000000000003,win
9,0.495,win
3,0.0071,win
1,0.0013000000000000002,win
4,0.0029000000000000002,win
1,0.0045000000000000005,win
7,0.13890000000000002,win
6,0.1877,win
9,0.0026000000000000003,win
6,0.0007000000000000001,win
0,0.0015,win
5,0.001,win
4,0.0046,win
9,0.014100000000000001,win
9,0.0058000000000000005,win
2,0.0118,win
1,0.34209999999999996,win
9,0.033800000000000004,win
4,0.0008,win
8,0.0083,win
7,0.0058000000000000005,win
3,0.008199999999999999,win
9,0.0034999999999999996,win
7,0.0023000000000000004,win
4,0.0014,win
4,0.0051,win
4,0.0006000000000000001,win
9,0.0079,win
2,1.039,fail
5,0.006900000000000001,win
4,0.0027,win
7,0.0245,win
6,0.0004,win
7,1.9621,fail
9,0.0524,win
0,0.6415,fail
5,0.0037999999999999996,win
8,0.0013000000000000002,win
5,0.0005,win
6,0.0004,win
6,0.0006000000000000001,win
5,0.0026,win
7,0.006700000000000001,win
8,0.0017000000000000001,win
1,0.0005,win
0,0.001,win
1,0.0009000000000000001,win
6,0.00030000000000000003,win
4,0.5209,fail
6,0.0009000000000000001,win
7,0.0011,win
3,0.1719,win
1,0.0006000000000000001,win
7,0.44570000000000004,win
1,0.0008000000000000001,win
8,0.0009000000000000002,win
2,0.0006000000000000001,win
0,0.0007000000000000001,win
2,1.0878999999999999,fail
9,0.0155,win
9,1.0121000000000002,fail
5,0.0032,win
