Digit,Cost,Win or Fail
7,0.020900000000000005,win
2,0.08139999999999999,win
1,0.005000000000000001,win
0,0.0171,win
4,0.1482,win
1,0.005000000000000001,win
4,0.6565000000000001,fail
9,0.32530000000000003,win
5,1.8598999999999999,fail
9,0.1627,win
0,0.060200000000000004,win
6,0.4781,win
9,0.05500000000000001,win
0,0.008400000000000001,win
1,0.009499999999999998,win
5,0.34209999999999996,win
9,0.0882,win
7,0.016100000000000003,win
3,0.03780000000000001,win
4,0.0754,win
9,1.1891,fail
6,0.0456,win
6,0.061399999999999996,win
5,0.47790000000000005,win
4,0.9551,fail
0,0.0463,win
7,0.12369999999999999,win
4,0.15789999999999998,win
0,0.0087,win
1,0.013999999999999999,win
3,0.07,win
1,0.0136,win
3,0.0305,win
4,1.7192,fail
7,0.0725,win
2,0.0038000000000000004,win
7,0.08630000000000002,win
1,0.0048,win
2,0.08429999999999999,win
1,0.009599999999999997,win
1,0.0587,win
7,0.0417,win
4,0.1488,win
2,0.0096,win
3,0.4506,win
5,0.43799999999999994,win
1,0.8474000000000002,fail
2,0.3087,win
4,0.20249999999999999,win
4,0.05519999999999999,win
6,0.006600000000000001,win
3,0.0641,win
5,0.29029999999999995,win
5,0.5066,win
6,0.5058999999999999,win
0,0.7408999999999999,fail
4,0.043300000000000005,win
1,0.0095,win
9,0.035100000000000006,win
5,0.5064,win
7,0.1272,win
8,1.0357,fail
9,1.0434999999999999,fail
3,1.3473,fail
7,0.42069999999999996,win
4,1.1537,fail
6,1.8815,fail
4,0.0325,win
3,0.0393,win
0,0.05060000000000001,win
7,0.012100000000000001,win
0,0.0478,win
2,0.0669,win
9,1.3608,fail
1,0.006800000000000001,win
7,0.1543,win
3,0.08340000000000002,win
2,0.2026,win
9,0.5221,win
7,0.0182,win
7,0.13780000000000003,win
6,0.0094,win
2,0.0042,win
7,0.06369999999999999,win
8,0.37849999999999995,win
4,0.047999999999999994,win
7,0.060599999999999994,win
3,0.6604,fail
6,0.0041,win
1,0.0068,win
3,0.029699999999999997,win
6,0.0055,win
9,1.3429,fail
3,0.027199999999999995,win
1,0.2842,win
4,0.22449999999999998,win
1,0.7251,win
7,1.0505,fail
6,0.8253,fail
9,0.10840000000000001,win
6,0.0063,win
0,0.0129,win
5,0.25029999999999997,win
4,0.072,win
9,1.0127,fail
9,0.039400000000000004,win
2,0.016700000000000003,win
1,0.0166,win
9,0.10890000000000001,win
4,0.0695,win
8,0.15190000000000003,win
7,0.5737,win
3,0.03910000000000001,win
9,0.08200000000000002,win
7,0.9323999999999999,fail
4,0.33999999999999997,win
4,0.19229999999999997,win
4,0.035300000000000005,win
9,0.19119999999999998,win
2,1.0635,fail
5,0.37539999999999996,win
4,0.2216,win
7,0.103,win
6,0.05190000000000001,win
7,1.384,fail
9,0.8471,fail
0,1.1056000000000001,fail
5,0.28259999999999996,win
8,0.1432,win
5,0.2154,win
6,0.0058000000000000005,win
6,0.004,win
5,0.34099999999999997,win
7,0.6968000000000001,fail
8,0.1505,win
1,0.009099999999999997,win
0,0.06000000000000001,win
1,0.020800000000000006,win
6,0.0034,win
4,0.0938,win
6,0.0146,win
7,0.0139,win
3,0.9895999999999998,fail
1,0.025100000000000004,win
7,1.2655999999999998,fail
1,0.008400000000000001,win
8,0.1913,win
2,0.0028000000000000004,win
0,0.012199999999999999,win
2,1.4001999999999997,fail
9,0.2944,win
9,1.0199,fail
5,0.6625,fail
5,0.36129999999999995,win
1,0.0068000000000000005,win
5,0.5737,win
6,0.0084,win
0,0.027399999999999997,win
3,0.17089999999999997,win
4,1.4379,fail
4,0.34559999999999996,win
6,0.0108,win
5,0.25079999999999997,win
4,0.03760000000000001,win
6,0.058300000000000005,win
5,0.3369,win
4,0.09589999999999999,win
5,0.23060000000000003,win
1,0.007500000000000001,win
4,0.21849999999999997,win
4,0.1939,win
7,0.051300000000000005,win
2,0.199,win
3,0.16489999999999996,win
2,0.0039,win
7,0.7464000000000001,fail
1,0.038099999999999995,win
8,0.3502,win
1,0.004200000000000001,win
8,0.18209999999999998,win
1,0.0056,win
8,0.1574,win
5,0.6784999999999999,fail
0,0.08410000000000001,win
8,0.31520000000000004,win
9,0.772,fail
2,0.023,win
5,0.47779999999999995,win
0,0.03520000000000001,win
1,0.0171,win
1,0.0066,win
1,0.0214,win
0,0.12090000000000001,win
9,1.1564999999999999,fail
0,0.035100000000000006,win
3,0.17609999999999998,win
1,0.008900000000000002,win
6,0.0015000000000000002,win
4,0.3743000000000001,win
2,0.0044,win
3,0.0339,win
6,0.009899999999999999,win
1,0.007200000000000001,win
1,0.010499999999999999,win
1,0.0043,win
3,0.0175,win
9,0.0574,win
5,0.33929999999999993,win
2,0.0031000000000000003,win
9,0.0296,win
4,0.16649999999999995,win
5,0.9291999999999999,fail
9,0.3674,win
3,0.4845,win
9,0.07830000000000001,win
0,0.08600000000000001,win
3,0.051199999999999996,win
6,1.0078,fail
5,1.4281,fail
5,1.0851000000000002,fail
7,0.1998,win
2,0.023200000000000005,win
2,0.1275,win
7,0.0315,win
1,0.0061,win
2,0.05080000000000001,win
8,0.2847,win
4,0.268,win
1,0.009499999999999998,win
7,0.0844,win
3,0.10380000000000002,win
3,0.322,win
8,0.5190999999999999,win
8,1.6524,fail
7,0.1295,win
9,0.12830000000000003,win
2,0.0038000000000000004,win
2,0.0039,win
4,0.052500000000000005,win
1,0.0053,win
5,0.47959999999999997,win
9,1.0513,fail
8,0.5035999999999998,win
7,1.2251999999999998,fail
2,0.3269,win
3,1.6743,fail
0,0.2892,win
4,0.7374,fail
