Digit,Cost,Win or Fail
7,0.0052000000000000015,win
2,0.073,win
1,0.0006000000000000001,win
0,0.0002,win
4,0.0019,win
1,0.0018000000000000002,win
4,0.012699999999999998,win
9,0.03860000000000001,win
5,1.8485999999999998,fail
9,0.05310000000000001,win
0,0.0012000000000000001,win
6,0.0466,win
9,0.05040000000000001,win
0,0.0021999999999999997,win
1,0.0006000000000000001,win
5,0.26990000000000003,win
9,0.0429,win
7,0.004600000000000001,win
3,0.2572,win
4,0.001,win
9,0.22640000000000002,win
6,0.0023,win
6,0.0351,win
5,0.0224,win
4,0.001,win
0,0.0028,win
7,0.004300000000000001,win
4,0.0007000000000000001,win
0,0.0005,win
1,0.0037999999999999996,win
3,0.006500000000000001,win
1,0.0089,win
3,0.0069,win
4,0.8188,fail
7,0.0068000000000000005,win
2,0.053000000000000005,win
7,0.012100000000000001,win
1,0.0005,win
2,0.0575,win
1,0.0007000000000000001,win
1,0.0047,win
7,0.0037,win
4,0.0558,win
2,0.0363,win
3,0.0019,win
5,0.009900000000000003,win
1,0.0057,win
2,0.1128,win
4,0.0040999999999999995,win
4,0.001,win
6,0.0011,win
3,0.0052,win
5,0.008,win
5,0.0099,win
6,0.0027999999999999995,win
0,0.014600000000000002,win
4,0.0011,win
1,0.0005,win
9,0.043399999999999994,win
5,0.10840000000000001,win
7,0.004300000000000001,win
8,0.0165,win
9,0.0607,win
3,1.4214,fail
7,0.11960000000000001,win
4,0.8559,fail
6,1.6470999999999998,fail
4,0.0026999999999999997,win
3,0.008199999999999999,win
0,0.0012000000000000001,win
7,0.019000000000000003,win
0,0.0006000000000000001,win
2,0.7045999999999998,win
9,1.7347000000000001,fail
1,0.022300000000000004,win
7,0.0074,win
3,0.03269999999999999,win
2,1.7606000000000002,fail
9,0.12190000000000002,win
7,0.004300000000000001,win
7,0.004200000000000001,win
6,0.0086,win
2,0.00030000000000000003,win
7,0.0052000000000000015,win
8,0.7132000000000001,fail
4,0.0029000000000000007,win
7,0.0052000000000000015,win
3,0.2046,win
6,0.0016,win
1,0.001,win
3,0.006000000000000001,win
6,0.0016,win
9,0.2882,win
3,0.006500000000000001,win
1,0.0048000000000000004,win
4,0.026099999999999998,win
1,0.0057,win
7,1.0361,fail
6,0.0269,win
9,0.041499999999999995,win
6,0.011800000000000001,win
0,0.001,win
5,0.0114,win
4,0.001,win
9,0.0421,win
9,0.0353,win
2,0.0087,win
1,0.0063999999999999994,win
9,0.0472,win
4,0.0057,win
8,0.0026,win
7,0.16069999999999998,win
3,0.006,win
9,0.0353,win
7,0.019000000000000003,win
4,0.5628,fail
4,0.7303,fail
4,0.0006000000000000001,win
9,0.0353,win
2,0.8787,fail
5,0.028500000000000004,win
4,0.044300000000000006,win
7,0.010100000000000001,win
6,0.0023,win
7,1.7514,fail
9,0.49449999999999994,win
0,1.2233,fail
5,0.0075,win
8,0.0019,win
5,0.0092,win
6,0.0016,win
6,0.0016,win
5,0.018700000000000005,win
7,0.010900000000000002,win
8,0.0019,win
1,0.0018000000000000002,win
0,0.001,win
1,0.0006000000000000001,win
6,0.0016,win
4,1.2852,fail
6,0.0018,win
7,0.004300000000000001,win
3,1.0851,fail
1,0.001,win
7,0.1396,win
1,0.0022,win
8,0.0014,win
2,0.0005,win
0,0.0004,win
2,0.9703999999999999,fail
9,0.0632,win
9,0.9778,fail
5,0.0088,win
5,0.0198,win
1,0.021200000000000004,win
5,0.010399999999999998,win
6,0.012099999999999998,win
0,0.0004,win
3,0.0027,win
4,0.6261,win
4,0.029500000000000005,win
6,0.012099999999999998,win
5,0.0099,win
4,0.0007000000000000001,win
6,0.0027999999999999995,win
5,0.0126,win
4,0.0046,win
5,0.015999999999999997,win
1,0.008400000000000001,win
4,0.001,win
4,0.0015,win
7,0.07830000000000001,win
2,0.1283,win
3,0.1925,win
2,0.0021,win
7,0.0451,win
1,0.014499999999999999,win
8,0.003,win
1,0.0055000000000000005,win
8,0.0011,win
1,0.0018000000000000002,win
8,0.0033,win
5,0.0114,win
0,0.0021999999999999997,win
8,0.0672,win
9,0.46870000000000006,win
2,0.058600000000000006,win
5,0.11670000000000001,win
0,0.0012000000000000001,win
1,0.019300000000000005,win
1,0.0029000000000000002,win
1,0.0173,win
0,0.00030000000000000003,win
9,0.3692,win
0,0.0006000000000000001,win
3,1.0687,fail
1,0.012599999999999998,win
6,0.001,win
4,0.010100000000000001,win
2,0.0026,win
3,0.016999999999999998,win
6,0.0047,win
1,0.0018000000000000002,win
1,0.0013,win
1,0.00030000000000000003,win
3,0.0017000000000000001,win
9,0.0824,win
5,0.0099,win
2,0.0006000000000000001,win
9,0.0398,win
4,0.0596,win
5,0.4072,win
9,0.03810000000000001,win
3,0.019700000000000002,win
9,0.0668,win
0,0.006500000000000001,win
3,0.006000000000000001,win
6,0.10300000000000001,win
5,0.5822999999999999,win
5,0.4905,win
7,0.004300000000000001,win
2,0.027800000000000002,win
2,0.0006000000000000001,win
7,0.004300000000000001,win
1,0.006600000000000001,win
2,0.015399999999999997,win
8,0.0022,win
4,0.20289999999999997,win
1,0.00030000000000000003,win
7,0.004600000000000001,win
3,0.0019,win
3,0.0029,win
8,1.6978,fail
8,0.8471000000000001,fail
7,0.0068000000000000005,win
9,1.5846,fail
2,0.006500000000000001,win
2,0.029000000000000005,win
4,0.001,win
1,0.0038000000000000004,win
5,0.0117,win
9,1.0815000000000001,fail
8,0.0019,win
7,0.04850000000000001,win
2,1.0737,fail
3,1.2161999999999997,fail
0,0.0009,win
4,1.235,fail
4,0.001,win
2,0.0006000000000000001,win
4,0.0631,win
1,0.36140000000000005,win
9,0.0429,win
5,0.0099,win
7,0.004300000000000001,win
7,0.0056,win
2,0.021000000000000005,win
8,0.8034,win
2,0.0005,win
6,1.8434,fail
8,0.0029,win
5,0.0189,win
7,0.0022,win
7,0.004300000000000001,win
9,0.9706,fail
1,0.0012000000000000001,win
8,0.0019,win
1,0.0015,win
8,0.3729,win
0,0.0021,win
3,0.009500000000000001,win
0,0.0009000000000000001,win
1,0.0009,win
9,0.0619,win
9,0.0886,win
4,0.3556000000000001,win
1,0.0030000000000000005,win
8,0.0061,win
2,0.0665,win
1,0.0066,win
2,0.007500000000000001,win
9,0.039900000000000005,win
7,0.08650000000000001,win
5,0.006699999999999999,win
9,0.0484,win
2,0.00030000000000000003,win
6,0.04190000000000001,win
4,0.0026999999999999997,win
1,0.009899999999999999,win
5,0.0148,win
8,0.29760000000000003,win
2,0.09000000000000001,win
9,0.038000000000000006,win
2,0.13090000000000002,win
0,0.0006000000000000001,win
4,0.0055000000000000005,win
0,0.0004,win
0,0.007500000000000001,win
2,0.0038000000000000004,win
8,0.1046,win
4,0.964,fail
7,0.40969999999999995,win
1,0.0011,win
2,0.0018000000000000002,win
4,0.05959999999999999,win
0,0.08340000000000002,win
2,0.055799999999999995,win
7,0.1205,win
4,0.020500000000000004,win
3,0.008700000000000001,win
3,0.0063,win
0,0.0021000000000000003,win
0,0.0017000000000000001,win
3,0.9387000000000001,fail
1,0.00030000000000000003,win
9,0.0668,win
6,0.004600000000000001,win
5,0.010599999999999998,win
2,1.3299999999999998,fail
5,0.0099,win
9,0.5783,fail
2,1.4339,fail
9,0.0429,win
3,0.0058000000000000005,win
0,1.1671,fail
4,1.0419,fail
2,0.8464,fail
0,0.0004,win
7,0.06630000000000001,win
1,0.0022,win
1,0.0030000000000000005,win
2,0.005100000000000001,win
1,0.0073,win
5,0.010600000000000002,win
3,0.0045000000000000005,win
3,0.0098,win
9,0.18089999999999998,win
7,0.004300000000000001,win
8,0.022400000000000003,win
6,0.0011,win
5,1.8642999999999998,fail
6,1.3935,fail
1,0.0009,win
3,0.0173,win
8,0.0029000000000000002,win
1,0.0011,win
0,0.5307000000000001,win
5,0.0926,win
1,0.0005,win
3,1.2828,fail
1,0.0017000000000000001,win
5,0.013100000000000002,win
5,1.0299999999999998,fail
6,0.0023,win
1,0.005000000000000001,win
8,0.0014,win
5,0.0114,win
1,0.010800000000000002,win
7,1.4873000000000003,fail
9,1.2851,fail
4,0.0028000000000000004,win
6,0.0016,win
2,1.5352,fail
2,0.5096999999999999,win
5,0.0097,win
0,0.0009000000000000001,win
6,0.8661,fail
5,0.9637999999999998,fail
6,0.0016,win
3,0.030699999999999998,win
7,0.0023,win
2,0.005400000000000001,win
0,0.015400000000000002,win
8,0.0011,win
8,0.022699999999999998,win
5,0.0196,win
4,0.0075000000000000015,win
1,0.004200000000000001,win
1,0.0019000000000000002,win
4,0.0175,win
0,0.0009000000000000001,win
3,1.8646,fail
3,0.006000000000000001,win
7,0.0095,win
6,0.0016,win
1,0.0033,win
6,0.1343,win
2,0.1,win
1,0.001,win
9,0.11549999999999999,win
2,0.0014,win
8,0.0019,win
6,0.0016,win
1,0.002,win
9,0.03860000000000001,win
5,0.0099,win
2,0.0008,win
5,0.0167,win
4,0.0019,win
4,0.001,win
2,0.101,win
8,0.0011,win
3,0.0035000000000000005,win
8,1.3054000000000001,fail
2,0.1042,win
4,0.0009,win
5,0.0175,win
0,0.0006000000000000001,win
3,0.004399999999999999,win
1,0.0066,win
7,0.004300000000000001,win
7,0.07950000000000002,win
5,1.81,fail
7,0.004600000000000001,win
9,0.03860000000000001,win
7,0.004300000000000001,win
1,0.0002,win
9,0.04290000000000001,win
2,0.0014,win
1,0.0054,win
4,0.0289,win
2,1.515,fail
9,0.058199999999999995,win
2,0.0006000000000000001,win
0,0.0034000000000000007,win
4,0.018199999999999997,win
9,0.040100000000000004,win
1,0.0009,win
4,0.6941,fail
8,0.2396,win
1,0.0021000000000000003,win
8,0.2558,win
4,0.5976999999999999,win
5,0.1889,win
9,0.0466,win
8,1.5359999999999998,fail
8,0.011899999999999997,win
3,0.006000000000000001,win
7,0.004300000000000001,win
6,0.017,win
0,0.0002,win
0,0.001,win
3,0.006000000000000001,win
0,0.0367,win
2,1.3179,fail
6,1.8865999999999998,fail
6,0.0015,win
4,0.0329,win
9,1.7073999999999998,fail
3,0.004399999999999999,win
3,0.007600000000000001,win
3,0.009300000000000001,win
2,0.0006000000000000001,win
3,0.6478000000000002,fail
9,0.039400000000000004,win
1,0.0009,win
2,0.15340000000000004,win
6,0.6656,fail
8,0.019000000000000003,win
0,0.0014,win
5,0.8388999999999999,fail
6,0.0021,win
6,0.0016,win
6,0.0016,win
3,0.5763,fail
8,0.1767,win
8,0.0019,win
2,0.012699999999999998,win
7,1.2761,fail
5,0.018600000000000005,win
8,0.0019,win
9,0.057199999999999994,win
6,0.0016,win
1,0.00030000000000000003,win
8,0.0016,win
4,0.0026999999999999997,win
1,0.0005,win
2,0.0006000000000000001,win
5,0.2384,win
9,1.761,fail
1,0.0006000000000000001,win
9,0.0353,win
7,0.0038000000000000004,win
5,0.40040000000000003,win
4,0.001,win
0,0.0006000000000000001,win
8,0.8133,fail
9,0.0684,win
9,0.2164,win
1,0.0008,win
0,0.0038999999999999994,win
5,0.0079,win
2,0.8741000000000001,fail
3,0.0028,win
7,0.004300000000000001,win
8,0.9266,fail
9,0.0353,win
4,0.0606,win
0,0.0291,win
6,0.0006000000000000001,win
3,0.0024,win
9,0.1503,win
5,1.4943000000000002,fail
2,0.00030000000000000003,win
1,0.0026,win
3,0.055600000000000004,win
1,0.0029000000000000007,win
3,0.8754000000000002,fail
6,0.041299999999999996,win
5,0.0092,win
7,0.06350000000000001,win
4,1.5442,fail
2,0.0061,win
2,0.0139,win
6,0.0325,win
3,1.0095,fail
2,1.0150000000000001,fail
6,0.005600000000000001,win
5,0.0182,win
4,0.9583999999999999,fail
8,0.11080000000000001,win
9,0.07650000000000001,win
7,0.0052000000000000015,win
1,0.0133,win
3,0.0027,win
0,0.0014,win
3,0.0063,win
8,0.0022,win
3,0.046799999999999994,win
1,0.0015,win
9,0.2958,win
3,1.0016999999999998,fail
4,0.0079,win
4,0.001,win
6,0.0016,win
4,0.0011,win
2,0.8067,fail
1,0.0047,win
8,0.012100000000000003,win
2,0.0006000000000000001,win
5,0.0092,win
4,0.001,win
8,1.0326000000000002,fail
8,0.9342,fail
4,0.001,win
0,0.0106,win
0,0.0006000000000000001,win
2,0.9954000000000001,fail
3,0.04660000000000001,win
2,0.0006000000000000001,win
7,0.0943,win
7,0.883,fail
0,0.38939999999999997,win
8,1.4526000000000001,fail
7,0.004300000000000001,win
4,0.0022,win
4,0.0011,win
7,0.022400000000000003,win
9,0.0353,win
6,0.0725,win
9,0.0353,win
0,0.0055000000000000005,win
9,0.039900000000000005,win
8,0.002,win
0,0.0005,win
4,0.032100000000000004,win
6,0.0029000000000000002,win
0,0.0027,win
6,0.0016,win
3,0.8222999999999999,fail
5,0.066,win
4,0.0182,win
8,0.014600000000000002,win
3,0.0024000000000000002,win
3,0.0027,win
9,0.038500000000000006,win
3,0.0024,win
3,0.0859,win
3,0.9506999999999999,fail
7,0.004300000000000001,win
8,0.0016,win
0,0.00030000000000000003,win
8,1.3841,fail
2,0.020200000000000003,win
1,0.00030000000000000003,win
7,0.0034000000000000002,win
0,0.0021999999999999997,win
6,0.0016,win
5,0.010000000000000002,win
4,0.0074,win
3,0.0187,win
8,1.8411,fail
0,0.0006000000000000001,win
9,0.05120000000000001,win
6,0.0016,win
3,0.018400000000000003,win
8,0.020500000000000004,win
0,0.0046,win
9,0.0366,win
9,0.03810000000000001,win
6,0.0016,win
8,0.0027,win
6,0.09369999999999999,win
8,0.6513000000000001,win
5,0.012100000000000001,win
7,0.11900000000000002,win
8,0.03640000000000001,win
6,0.004700000000000001,win
0,0.015500000000000003,win
2,0.005600000000000002,win
4,0.9975999999999998,fail
0,0.22859999999999997,win
2,0.3171,win
2,1.3301,fail
3,0.1557,win
1,0.0021999999999999997,win
9,0.04790000000000001,win
7,0.43000000000000005,win
5,0.2641,win
1,1.1953,fail
0,0.0006000000000000001,win
8,0.0019,win
4,0.0029000000000000007,win
6,0.0016,win
2,0.2518,win
6,0.0633,win
7,0.0052000000000000015,win
9,0.4931999999999999,win
3,1.2572999999999999,fail
2,0.8845999999999999,win
9,0.03860000000000001,win
8,0.0069,win
2,0.0021,win
2,0.011300000000000001,win
9,0.03810000000000001,win
2,0.14870000000000003,win
7,0.004300000000000001,win
3,0.004300000000000001,win
5,0.2838,win
9,0.043,win
1,0.0006000000000000001,win
8,0.014,win
0,0.0012000000000000001,win
2,0.0174,win
0,0.00030000000000000003,win
5,0.0095,win
2,0.44910000000000005,win
1,0.0027000000000000006,win
3,0.0027,win
7,0.0023,win
6,0.0011,win
7,0.004300000000000001,win
1,0.004600000000000001,win
2,0.34490000000000004,win
5,0.035,win
8,0.1325,win
0,0.0009,win
3,0.0093,win
7,0.8117,fail
2,1.2903999999999998,fail
4,0.001,win
0,0.8672000000000001,win
9,0.0381,win
1,0.0017000000000000001,win
8,0.0112,win
6,0.0016,win
7,0.004300000000000001,win
7,0.1855,win
4,0.2408,win
3,0.0017000000000000001,win
4,0.0222,win
9,0.0392,win
1,0.0027000000000000006,win
9,1.725,fail
5,0.06019999999999999,win
1,0.0027000000000000006,win
7,0.004300000000000001,win
3,0.0024,win
9,0.039400000000000004,win
7,0.004600000000000001,win
6,0.0016,win
9,0.0353,win
1,0.0086,win
3,0.0027,win
7,0.481,win
8,0.0074,win
3,0.0019,win
3,0.8176,fail
6,0.0668,win
7,0.6949000000000001,fail
2,0.011700000000000002,win
8,0.8912000000000001,fail
5,0.032900000000000006,win
8,0.002,win
5,0.014700000000000001,win
1,0.0012000000000000001,win
1,0.0645,win
4,0.001,win
4,0.0078000000000000005,win
3,0.008,win
1,0.0019,win
0,0.0006000000000000001,win
7,0.13349999999999998,win
7,0.0019,win
0,0.0004,win
7,0.004300000000000001,win
9,0.040100000000000004,win
4,1.3718,fail
4,0.001,win
8,0.0016,win
5,0.42300000000000004,win
5,0.0099,win
4,0.039,win
0,0.1193,win
8,0.4335,win
2,0.17010000000000003,win
1,0.04500000000000001,win
0,1.9229999999999998,fail
8,0.0091,win
4,0.0014,win
5,1.7875999999999999,fail
0,0.0019,win
